,Date Time,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price,Microsoft_Price,Berkshire_Price,Netflix_Price,Amazon_Price
819,2020-10-12,"3,534.22","12,088.11",124.4,275.75,147.43,78.23,142.26,172.15,221.4,"3,24,560",539.81,172.15
818,2020-10-13,"3,511.93","12,083.17",121.1,276.14,148.88,78.35,142.48,172.18,222.86,"3,18,969",554.09,172.18
817,2020-10-14,"3,488.67","11,985.36",121.19,271.82,153.77,78.17,140.95,168.19,220.86,"3,16,080",541.45,168.19
816,2020-10-15,"3,483.34","11,898.57",120.71,266.72,149.63,77.77,139.7,166.93,219.66,"3,17,540",541.94,166.93
815,2020-10-16,"3,483.81","11,852.17",119.02,265.93,146.56,78.39,138.12,163.64,219.66,"3,18,504",530.79,163.64
814,2020-10-19,"3,426.92","11,634.35",115.98,261.4,143.61,76.5,134.98,160.36,214.22,"3,13,500",530.72,160.36
813,2020-10-20,"3,443.12","11,677.84",117.51,267.56,140.65,77.55,136.46,160.85,214.65,"3,15,375",525.42,160.85
812,2020-10-21,"3,435.56","11,665.37",116.87,278.73,140.88,79.3,135.25,159.25,214.8,"3,15,206",489.05,159.25
811,2020-10-22,"3,453.49","11,662.91",115.75,278.12,141.93,80.33,133.61,158.82,214.89,"3,17,180",485.23,158.82
810,2020-10-23,"3,465.39","11,692.57",115.04,284.79,140.21,81.65,135.9,160.22,216.23,"3,19,344",488.28,160.22
809,2020-10-26,"3,400.97","11,504.52",115.05,277.11,140.09,79.21,131.41,160.35,210.08,"3,12,735",488.24,160.35
808,2020-10-27,"3,390.68","11,598.94",116.6,283.29,141.56,79.94,133.97,164.32,213.25,"3,10,540",488.93,164.32
807,2020-10-28,"3,271.03","11,142.76",111.2,267.67,135.34,75.54,126.27,158.14,202.68,"3,01,740",486.24,158.14
806,2020-10-29,"3,310.11","11,350.74",115.32,280.83,136.94,77.84,130.24,160.55,204.72,"3,03,000",504.21,160.55
805,2020-10-30,"3,269.96","11,052.95",108.86,263.11,129.35,80.81,125.34,151.81,202.47,"3,02,500",475.74,151.81
804,2020-11-02,"3,310.24","11,084.76",108.77,261.36,133.5,81.22,125.81,150.22,202.33,"3,06,375",484.12,150.22
803,2020-11-03,"3,369.16","11,279.91",110.44,265.3,141.3,82.28,130.2,152.42,206.43,"3,10,659",487.22,152.42
802,2020-11-04,"3,443.44","11,777.02",114.95,287.38,140.33,87.29,137.94,162.06,216.39,"3,09,503",496.95,162.06
801,2020-11-05,"3,510.45","12,078.07",119.03,294.68,146.03,88.13,141.6,166.1,223.29,"3,11,934",513.76,166.1
800,2020-11-06,"3,509.44","12,091.35",118.69,293.41,143.32,87.99,145.62,165.57,223.72,"3,13,885",514.73,165.57
799,2020-11-09,"3,550.50","11,830.39",116.32,278.77,140.42,88.07,136.31,157.19,218.39,"3,30,600",470.5,157.19
798,2020-11-10,"3,545.53","11,624.29",115.97,272.43,136.79,86.89,127.7,151.75,211.01,"3,43,000",480.24,151.75
797,2020-11-11,"3,572.66","11,892.93",119.49,276.48,139.04,87.36,134.18,156.87,216.55,"3,41,260",490.76,156.87
796,2020-11-12,"3,537.01","11,827.14",119.21,275.08,137.25,87.14,134.57,155.51,215.44,"3,36,811",486.77,155.51
795,2020-11-13,"3,585.15","11,937.84",119.26,276.95,136.17,88.61,132.97,156.44,216.51,"3,41,754",482.84,156.44
794,2020-11-16,"3,626.91","12,013.39",120.3,278.96,136.03,88.7,135.15,156.55,217.23,"3,49,540",479.1,156.55
793,2020-11-17,"3,609.53","11,977.49",119.39,275.0,147.2,88.08,134.22,156.78,214.46,"3,49,546",480.63,156.78
792,2020-11-18,"3,567.79","11,894.71",118.03,271.97,162.21,87.03,134.29,155.27,211.08,"3,45,592",481.79,155.27
791,2020-11-19,"3,581.87","11,985.43",118.64,272.94,166.42,87.93,134.4,155.85,212.42,"3,45,000",484.67,155.85
790,2020-11-20,"3,557.54","11,906.44",117.34,269.7,163.2,86.82,130.88,154.97,210.39,"3,41,339",488.24,154.97
789,2020-11-23,"3,577.59","11,905.94",113.85,268.43,173.95,86.38,131.4,154.92,210.11,"3,44,415",476.62,154.92
788,2020-11-24,"3,635.41","12,079.81",115.17,276.92,185.13,88.19,129.58,155.9,213.86,"3,51,101",482.88,155.9
787,2020-11-25,"3,629.65","12,152.22",116.03,275.59,191.33,88.21,132.35,159.25,213.87,"3,50,395",485.0,159.25
786,2020-11-30,"3,621.63","12,268.32",119.05,276.97,189.2,87.72,134.01,158.4,214.07,"3,43,688",490.7,158.4
785,2020-12-01,"3,662.45","12,455.33",122.72,286.55,194.92,89.77,133.9,161.0,216.21,"3,44,735",504.58,161.0
784,2020-12-02,"3,669.01","12,456.41",123.08,287.52,189.61,91.25,135.45,160.18,215.37,"3,45,880",503.38,160.18
783,2020-12-03,"3,666.72","12,467.13",122.94,281.85,197.79,91.09,133.96,159.34,214.24,"3,46,690",497.52,159.34
782,2020-12-04,"3,699.12","12,528.48",122.25,279.7,199.68,91.19,135.58,158.13,214.36,"3,47,000",498.31,158.13
781,2020-12-07,"3,691.96","12,596.47",123.75,285.58,213.92,90.85,136.07,157.9,214.29,"3,43,539",515.78,157.9
780,2020-12-08,"3,702.25","12,635.72",124.38,283.4,216.63,90.57,133.5,158.86,216.01,"3,42,281",512.66,158.86
779,2020-12-09,"3,672.82","12,364.64",121.78,277.92,201.49,88.89,129.31,155.21,211.8,"3,40,501",493.6,155.21
778,2020-12-10,"3,668.10","12,401.74",123.24,277.12,209.02,88.38,129.72,155.07,210.52,"3,40,500",501.09,155.07
777,2020-12-11,"3,663.46","12,375.41",122.41,273.55,203.33,88.74,130.13,155.82,213.26,"3,40,064",503.22,155.82
776,2020-12-14,"3,647.49","12,462.21",121.78,274.19,213.28,87.61,133.09,157.85,214.2,"3,35,400",522.42,157.85
775,2020-12-15,"3,694.62","12,595.92",127.88,275.55,211.08,88.05,133.6,158.26,214.13,"3,37,154",519.78,158.26
774,2020-12-16,"3,701.17","12,668.16",127.81,275.67,207.59,87.86,132.43,162.05,219.28,"3,38,500",524.83,162.05
773,2020-12-17,"3,722.48","12,752.06",128.7,274.48,218.63,87.03,133.41,161.8,219.42,"3,39,804",532.9,161.8
772,2020-12-18,"3,709.41","12,738.18",126.65,276.4,231.67,86.31,132.72,160.08,218.59,"3,37,900",534.45,160.08
771,2020-12-21,"3,694.92","12,690.26",128.23,272.79,216.62,86.73,133.32,160.31,222.59,"3,38,419",528.91,160.31
770,2020-12-22,"3,687.26","12,717.56",131.88,267.09,213.45,86.01,132.78,160.33,223.94,"3,35,779",527.33,160.33
769,2020-12-23,"3,690.01","12,653.14",130.96,268.11,215.33,86.41,130.09,159.26,221.02,"3,36,700",514.48,159.26
768,2020-12-24,"3,703.06","12,711.01",131.97,267.4,220.59,86.71,129.94,158.63,222.75,"3,40,262",513.97,158.63
767,2020-12-28,"3,735.36","12,838.86",136.69,277.0,221.23,88.7,129.0,164.2,224.96,"3,42,601",519.12,164.2
766,2020-12-29,"3,727.04","12,843.49",134.87,276.78,222.0,87.89,129.43,166.1,224.15,"3,44,820",530.87,166.1
765,2020-12-30,"3,732.04","12,845.36",133.72,271.87,231.59,86.81,131.46,164.29,221.68,"3,45,095",524.59,164.29
764,2020-12-31,"3,756.07","12,888.28",132.69,273.16,235.22,87.63,130.55,162.85,222.42,"3,47,815",540.73,162.85
763,2021-01-04,"3,700.65","12,694.67",129.41,268.94,243.26,86.31,131.13,159.33,217.69,"3,43,525",522.86,159.33
762,2021-01-05,"3,726.86","12,802.38",131.01,270.97,245.04,87.0,134.05,160.93,217.9,"3,41,820",520.8,160.93
761,2021-01-06,"3,748.14","12,623.35",126.6,263.31,251.99,86.14,126.14,156.92,212.25,"3,46,189",500.49,156.92
760,2021-01-07,"3,803.79","12,939.57",130.92,268.74,272.01,88.72,133.44,158.11,218.29,"3,50,089",508.89,158.11
759,2021-01-08,"3,824.68","13,105.20",132.05,267.57,293.34,89.89,132.77,159.13,219.62,"3,52,039",510.4,159.13
758,2021-01-11,"3,799.61","12,902.49",128.98,256.84,270.4,87.81,136.21,155.71,217.49,"3,50,050",499.1,155.71
757,2021-01-12,"3,801.19","12,892.09",128.8,251.09,283.15,86.87,134.85,156.04,214.93,"3,50,460",494.25,156.04
756,2021-01-13,"3,809.84","12,973.63",130.89,251.64,284.8,87.36,135.32,158.29,216.34,"3,53,194",507.79,158.29
755,2021-01-14,"3,795.54","12,898.69",128.91,245.64,281.67,86.55,132.0,156.37,213.02,"3,52,801",500.86,156.37
754,2021-01-15,"3,768.25","12,803.93",127.14,251.36,275.39,86.38,128.6,155.21,212.65,"3,50,320",497.98,155.21
753,2021-01-20,"3,851.85","13,296.45",132.03,267.48,283.48,94.0,133.66,163.17,224.34,"3,52,801",586.34,163.17
752,2021-01-21,"3,853.07","13,404.99",136.87,272.87,281.66,94.21,138.68,165.35,224.97,"3,54,000",579.84,165.35
751,2021-01-22,"3,841.47","13,366.40",139.07,274.5,282.21,94.63,137.13,164.61,225.95,"3,50,620",565.17,164.61
750,2021-01-25,"3,855.36","13,483.29",142.92,278.01,293.6,94.71,136.53,164.7,229.53,"3,51,900",556.78,164.7
749,2021-01-26,"3,849.62","13,490.19",143.16,282.05,294.36,95.4,134.35,166.31,232.33,"3,49,200",561.93,166.31
748,2021-01-27,"3,750.77","13,112.65",142.06,272.14,288.05,90.95,129.18,161.63,232.9,"3,43,450",523.28,161.63
747,2021-01-28,"3,787.38","13,201.53",137.09,265.0,278.48,92.66,130.51,161.88,238.93,"3,48,220",538.6,161.88
746,2021-01-29,"3,714.24","12,925.38",131.96,258.33,264.51,91.37,129.9,160.31,231.96,"3,44,100",532.39,160.31
745,2021-02-01,"3,773.86","13,248.90",134.14,262.01,279.94,94.65,132.37,167.14,239.65,"3,46,175",539.04,167.14
744,2021-02-02,"3,826.31","13,456.12",134.99,267.08,290.93,95.96,135.57,169.0,239.51,"3,50,201",548.16,169.0
743,2021-02-03,"3,830.17","13,402.37",133.94,266.65,284.9,102.94,135.3,165.63,243.0,"3,50,701",539.45,165.63
742,2021-02-04,"3,871.74","13,560.89",137.39,266.49,283.33,102.68,136.64,166.55,242.01,"3,54,760",552.16,166.55
741,2021-02-05,"3,886.83","13,603.96",136.76,268.1,284.08,104.44,135.91,167.61,242.2,"3,54,401",550.79,167.61
740,2021-02-08,"3,915.59","13,695.02",136.91,266.58,287.81,104.23,144.39,166.15,242.47,"3,57,100",547.92,166.15
739,2021-02-09,"3,911.23","13,687.08",136.01,269.45,283.15,103.77,142.63,165.25,243.77,"3,62,200",559.07,165.25
738,2021-02-10,"3,909.88","13,655.27",135.39,271.87,268.27,104.32,147.64,164.33,242.82,"3,61,290",563.59,164.33
737,2021-02-11,"3,916.38","13,734.35",135.13,270.39,270.55,104.44,152.51,163.11,244.49,"3,61,650",557.59,163.11
736,2021-02-12,"3,934.83","13,807.70",135.37,270.5,272.04,104.75,149.61,163.89,244.99,"3,65,000",556.52,163.89
735,2021-02-17,"3,931.33","13,699.71",130.84,273.57,266.05,105.93,149.06,165.43,244.2,"3,70,500",551.34,165.43
734,2021-02-18,"3,913.97","13,637.51",129.71,269.39,262.46,105.29,148.29,166.41,243.79,"3,67,400",548.22,166.41
733,2021-02-19,"3,906.71","13,580.78",129.87,261.56,260.43,104.44,149.26,162.5,240.97,"3,64,400",540.22,162.5
732,2021-02-22,"3,876.50","13,223.74",126.0,260.33,238.17,102.71,143.56,159.04,234.51,"3,69,250",533.78,159.04
731,2021-02-23,"3,881.37","13,194.71",125.86,265.86,232.95,103.01,141.42,159.72,233.27,"3,71,055",546.15,159.72
730,2021-02-24,"3,925.43","13,302.19",125.35,264.31,247.34,104.19,144.99,157.98,234.55,"3,75,000",553.41,157.98
729,2021-02-25,"3,829.34","12,828.31",120.99,254.69,227.41,100.8,133.07,152.86,228.99,"3,67,800",546.7,152.86
728,2021-02-26,"3,811.15","12,909.44",121.26,257.62,225.17,101.1,137.15,154.65,232.38,"3,64,580",538.85,154.65
727,2021-03-01,"3,901.82","13,282.95",127.79,264.91,239.48,103.48,138.42,157.31,236.94,"3,77,755",550.64,157.31
726,2021-03-02,"3,870.29","13,059.95",125.12,259.0,228.81,103.22,134.06,154.73,233.87,"3,77,835",547.82,154.73
725,2021-03-03,"3,819.72","12,683.33",122.06,255.41,217.73,100.57,128.05,150.25,227.56,"3,81,680",520.7,150.25
724,2021-03-04,"3,768.47","12,464.00",120.13,257.64,207.15,101.7,123.7,148.88,226.73,"3,70,240",511.29,148.88
723,2021-03-05,"3,841.94","12,668.51",121.42,264.28,199.32,104.85,124.61,150.02,231.6,"3,81,600",516.39,150.02
722,2021-03-08,"3,821.35","12,299.08",116.36,255.31,187.67,100.38,115.93,147.6,227.39,"3,88,560",493.33,147.6
721,2021-03-09,"3,875.44","12,794.49",121.08,265.74,224.53,102.02,125.2,153.14,233.78,"3,91,460",506.44,153.14
720,2021-03-10,"3,898.81","12,752.07",119.98,264.9,222.69,101.81,124.68,152.88,232.42,"3,98,840",504.54,152.88
719,2021-03-11,"3,939.34","13,052.90",121.96,273.88,233.2,105.03,129.93,155.68,237.13,"3,96,399",523.06,155.68
718,2021-03-12,"3,943.34","12,937.29",121.03,268.4,231.24,102.5,128.56,154.47,235.75,"3,94,701",518.02,154.47
717,2021-03-15,"3,968.94","13,082.54",123.99,273.75,235.98,102.72,131.91,154.08,234.81,"3,86,400",520.25,154.08
716,2021-03-16,"3,962.71","13,152.28",125.57,279.28,225.63,104.19,132.91,154.59,237.71,"3,82,720",524.03,154.59
715,2021-03-17,"3,974.12","13,202.38",124.76,284.01,233.94,104.11,133.41,156.79,237.04,"3,81,501",524.44,156.79
714,2021-03-18,"3,915.46","12,789.14",120.53,278.62,217.72,101.07,127.22,151.4,230.72,"3,83,525",504.79,151.4
713,2021-03-19,"3,913.10","12,866.99",119.99,290.11,218.29,101.35,128.46,153.75,230.35,"3,82,698",512.18,153.75
712,2021-03-22,"3,940.59","13,086.51",123.39,293.54,223.33,101.53,131.86,155.54,235.99,"3,80,403",523.11,155.54
711,2021-03-23,"3,910.52","13,017.79",122.54,290.63,220.72,102.07,130.71,156.88,237.58,"3,77,440",535.09,156.88
710,2021-03-24,"3,889.14","12,798.88",120.09,282.14,210.09,101.63,126.43,154.35,235.46,"3,78,000",520.81,154.35
709,2021-03-25,"3,909.52","12,780.51",120.59,278.74,213.46,101.62,125.35,152.31,232.34,"3,78,700",502.86,152.31
708,2021-03-26,"3,974.54","12,979.12",121.21,283.02,206.24,101.24,128.39,152.6,236.48,"3,87,995",508.05,152.6
707,2021-03-29,"3,971.09","12,965.74",121.39,290.82,203.76,102.29,129.48,153.79,235.24,"3,91,540",513.95,153.79
706,2021-03-30,"3,958.55","12,896.53",119.9,288.0,211.87,102.32,128.72,152.76,231.85,"3,90,360",513.39,152.76
705,2021-03-31,"3,972.89","13,091.44",122.15,294.53,222.64,103.13,133.48,154.7,235.77,"3,85,702",521.66,154.7
704,2021-04-01,"4,019.87","13,329.51",123.0,298.66,220.58,106.49,138.12,158.05,242.35,"3,90,360",539.42,158.05
703,2021-04-05,"4,077.91","13,598.16",125.9,308.91,230.35,110.95,139.88,161.34,249.07,"3,95,535",540.67,161.34
702,2021-04-06,"4,073.94","13,578.46",126.21,306.26,230.54,110.46,138.62,161.19,247.86,"3,96,900",544.53,161.19
701,2021-04-07,"4,079.95","13,616.70",127.9,313.09,223.66,111.95,141.43,163.97,249.9,"3,95,888",546.99,163.97
700,2021-04-08,"4,097.17","13,758.50",130.36,313.02,227.93,112.52,143.17,164.97,253.25,"3,96,001",554.58,164.97
699,2021-04-09,"4,128.80","13,845.06",132.99,312.46,225.67,113.53,144.0,168.61,255.85,"4,00,000",555.31,168.61
698,2021-04-12,"4,127.99","13,819.35",131.24,311.54,233.99,112.23,152.09,168.97,255.91,"4,02,620",552.78,168.97
697,2021-04-13,"4,141.59","13,986.49",134.43,309.76,254.11,112.72,156.79,170.0,258.49,"4,02,500",553.73,170.0
696,2021-04-14,"4,124.66","13,803.91",132.03,302.82,244.08,112.1,152.77,166.65,255.59,"4,03,000",540.02,166.65
695,2021-04-15,"4,170.42","14,026.19",134.5,307.82,246.28,114.26,161.37,168.95,259.5,"4,04,789",549.22,168.95
694,2021-04-16,"4,185.47","14,041.91",134.16,306.18,246.59,114.14,159.13,169.97,260.74,"4,09,250",546.54,169.97
693,2021-04-19,"4,163.26","13,907.67",134.84,302.24,238.21,114.49,153.62,168.6,258.74,"4,06,505",554.44,168.6
692,2021-04-20,"4,134.94","13,809.30",133.11,302.65,239.66,113.95,151.71,166.73,258.26,"4,03,089",549.57,166.73
691,2021-04-21,"4,173.42","13,935.15",133.5,301.47,248.04,113.92,153.6,168.1,260.58,"4,10,153",508.9,168.1
690,2021-04-22,"4,134.98","13,762.36",131.94,296.52,239.9,112.63,148.5,165.45,257.17,"4,05,901",508.78,165.45
689,2021-04-23,"4,180.17","13,941.44",134.32,301.13,243.13,115.0,152.65,167.04,261.15,"4,08,840",505.55,167.04
688,2021-04-26,"4,187.62","14,026.16",134.72,303.04,246.07,115.5,154.78,170.45,261.55,"4,07,527",510.3,170.45
687,2021-04-27,"4,186.72","13,960.28",134.39,303.57,234.91,114.55,153.82,170.87,261.97,"4,11,400",505.55,170.87
686,2021-04-28,"4,183.18","13,901.62",133.58,307.1,231.47,117.95,152.77,172.93,254.56,"4,10,988",506.52,172.93
685,2021-04-29,"4,211.47","13,970.20",133.48,329.51,225.67,119.64,153.25,173.57,252.51,"4,17,905",509.0,173.57
684,2021-04-30,"4,181.17","13,860.76",131.46,325.08,236.48,117.68,150.1,173.37,252.18,"4,12,500",513.47,173.37
683,2021-05-03,"4,192.66","13,799.72",132.54,322.58,228.3,117.15,148.37,169.32,251.86,"4,20,000",509.11,169.32
682,2021-05-04,"4,164.66","13,544.67",127.85,318.36,224.53,115.34,143.51,165.59,247.79,"4,21,420",503.18,165.59
681,2021-05-05,"4,167.59","13,503.37",128.1,315.02,223.65,115.74,144.59,163.53,246.47,"4,24,840",496.08,163.53
680,2021-05-06,"4,201.62","13,613.73",129.74,320.02,221.18,116.87,145.23,165.32,249.73,"4,35,120",499.55,165.32
679,2021-05-07,"4,232.60","13,719.63",130.21,319.08,224.12,117.6,148.12,164.58,252.46,"4,37,131",503.84,164.58
678,2021-05-10,"4,188.43","13,359.08",126.85,305.97,209.68,114.59,142.66,159.52,247.18,"4,39,460",486.69,159.52
677,2021-05-11,"4,152.10","13,351.27",125.91,306.53,205.73,113.5,143.06,161.2,246.23,"4,30,258",495.08,161.2
676,2021-05-12,"4,063.04","13,001.63",122.77,302.55,196.63,110.01,137.59,157.6,239.0,"4,25,308",484.98,157.6
675,2021-05-13,"4,112.50","13,109.15",124.97,305.26,190.56,111.45,136.65,158.07,243.03,"4,30,640",486.66,158.07
674,2021-05-14,"4,173.85","13,393.11",127.45,315.94,196.58,113.92,142.43,161.15,248.15,"4,37,260",493.37,161.15
673,2021-05-17,"4,163.29","13,312.91",126.27,315.46,192.28,114.45,141.65,163.52,245.18,"4,34,324",488.94,163.52
672,2021-05-18,"4,127.83","13,217.68",124.85,309.96,192.62,113.12,140.16,161.61,243.08,"4,31,767",486.28,161.61
671,2021-05-19,"4,115.68","13,237.91",124.69,313.59,187.82,113.57,140.66,161.59,243.12,"4,30,720",487.7,161.59
670,2021-05-20,"4,159.12","13,494.09",127.31,318.61,195.59,115.35,146.13,162.38,246.48,"4,31,422",501.67,162.38
669,2021-05-21,"4,155.86","13,411.74",125.43,316.23,193.63,114.71,149.92,160.15,245.17,"4,32,469",497.89,160.15
668,2021-05-24,"4,197.05","13,641.75",127.1,324.63,202.15,118.05,156.12,162.25,250.78,"4,35,431",502.9,162.25
667,2021-05-25,"4,188.13","13,657.73",126.9,327.79,201.56,118.14,156.48,162.95,251.72,"4,32,274",501.34,162.95
666,2021-05-26,"4,195.99","13,702.74",126.85,327.66,206.38,119.02,157.0,163.26,251.49,"4,32,800",502.36,163.26
665,2021-05-27,"4,200.88","13,657.85",125.28,332.75,210.28,118.13,154.88,161.51,249.31,"4,35,420",503.86,161.51
664,2021-05-28,"4,204.11","13,686.51",124.61,328.73,208.41,117.84,162.45,161.15,249.68,"4,36,000",502.81,161.15
663,2021-06-02,"4,208.12","13,675.79",125.06,329.15,201.71,118.53,167.78,161.7,247.3,"4,35,639",499.24,161.7
662,2021-06-03,"4,192.85","13,529.68",123.54,326.04,190.95,117.38,169.7,159.35,245.71,"4,38,745",489.43,159.35
661,2021-06-04,"4,229.89","13,770.77",125.89,330.35,199.68,119.68,175.78,160.31,250.79,"4,39,016",494.74,160.31
660,2021-06-07,"4,226.52","13,802.89",125.9,336.58,201.71,120.11,176.19,159.9,253.81,"4,34,611",494.66,159.9
659,2021-06-08,"4,227.26","13,810.86",126.74,333.68,201.2,119.92,174.57,163.21,252.57,"4,34,510",492.39,163.21
658,2021-06-09,"4,219.55","13,814.94",127.13,330.25,199.59,120.4,173.58,164.06,253.59,"4,33,125",485.81,164.06
657,2021-06-10,"4,239.18","13,960.35",126.11,332.46,203.37,121.76,174.25,167.48,257.24,"4,27,156",487.27,167.48
656,2021-06-11,"4,247.44","13,998.30",127.35,331.26,203.3,121.51,178.25,167.34,257.89,"4,30,282",488.77,167.34
655,2021-06-14,"4,255.15","14,128.20",130.48,336.77,205.9,122.45,180.19,169.19,259.89,"4,25,880",499.89,169.19
654,2021-06-15,"4,246.59","14,030.41",129.64,336.75,199.79,121.42,177.88,169.16,258.36,"4,26,045",491.9,169.16
653,2021-06-16,"4,223.70","13,983.01",130.15,331.08,201.62,120.77,178.1,170.76,257.38,"4,25,645",492.41,170.76
652,2021-06-17,"4,221.86","14,163.81",131.79,336.51,205.53,121.74,186.57,174.46,260.9,"4,20,359",498.34,174.46
651,2021-06-18,"4,166.45","14,049.58",130.46,329.66,207.77,120.11,186.39,174.34,259.43,"4,12,729",500.77,174.34
650,2021-06-21,"4,224.79","14,137.23",132.3,332.29,206.94,121.81,184.27,172.7,262.63,"4,17,780",497.0,172.7
649,2021-06-22,"4,246.44","14,270.42",133.98,339.03,207.9,122.33,188.87,175.27,265.51,"4,18,875",508.82,175.27
648,2021-06-23,"4,241.84","14,274.24",133.7,340.59,218.86,122.13,190.57,175.19,265.27,"4,13,890",512.74,175.19
647,2021-06-24,"4,266.49","14,365.96",133.41,343.18,226.61,122.5,192.05,172.45,266.69,"4,15,000",518.06,172.45
646,2021-06-25,"4,280.70","14,345.18",133.11,341.37,223.96,122.51,190.31,170.07,265.02,"4,19,134",527.07,170.07
645,2021-06-28,"4,290.61","14,524.98",134.78,355.64,229.57,122.54,199.85,172.19,268.72,"4,16,304",533.03,172.19
644,2021-06-29,"4,291.80","14,572.75",136.33,351.89,226.92,122.27,200.27,172.41,271.4,"4,17,000",533.5,172.41
643,2021-06-30,"4,297.50","14,554.80",136.96,347.71,226.57,122.09,200.02,172.01,270.9,"4,18,601",528.21,172.01
642,2021-07-01,"4,319.94","14,560.05",137.27,354.39,225.97,122.44,202.12,171.65,271.6,"4,21,005",533.54,171.65
641,2021-07-02,"4,352.34","14,727.63",139.96,354.7,226.3,125.26,204.87,175.55,277.65,"4,20,000",533.98,175.55
640,2021-07-07,"4,358.13","14,810.53",144.57,350.49,214.88,126.47,203.72,184.83,279.93,"4,19,401",535.96,184.83
639,2021-07-08,"4,320.82","14,722.14",143.24,345.65,217.6,125.04,199.03,186.57,277.42,"4,11,840",530.76,186.57
638,2021-07-09,"4,369.55","14,826.09",145.11,350.42,218.98,125.52,200.5,185.97,277.94,"4,22,000",535.98,185.97
637,2021-07-12,"4,384.63","14,877.89",144.5,353.16,228.57,126.98,205.13,185.93,277.32,"4,20,937",537.31,185.93
636,2021-07-13,"4,369.21","14,874.54",145.64,352.09,222.85,127.34,202.5,183.87,280.98,"4,19,820",540.68,183.87
635,2021-07-14,"4,374.30","14,900.44",149.15,347.63,217.79,128.24,198.41,184.08,282.51,"4,18,500",547.95,184.08
634,2021-07-15,"4,360.03","14,794.69",148.48,344.46,216.87,127.0,189.66,181.56,281.03,"4,21,350",542.95,181.56
633,2021-07-16,"4,327.16","14,681.38",146.39,341.16,214.74,126.97,181.61,178.68,280.75,"4,17,601",530.31,178.68
632,2021-07-19,"4,258.63","14,549.09",142.45,336.95,215.41,124.58,187.8,177.48,277.01,"4,10,450",532.28,177.48
631,2021-07-20,"4,323.21","14,728.21",146.15,341.66,220.17,126.21,186.12,178.66,279.32,"4,16,244",531.05,178.66
630,2021-07-21,"4,358.69","14,842.63",145.4,346.23,218.43,127.55,194.1,179.26,281.4,"4,20,055",513.63,179.26
629,2021-07-22,"4,367.48","14,940.17",146.8,351.19,216.42,128.42,195.94,181.9,286.14,"4,17,800",511.77,181.9
628,2021-07-23,"4,411.80","15,111.79",148.56,369.79,214.46,133.01,195.58,182.83,289.67,"4,19,000",515.41,182.83
627,2021-07-26,"4,422.23","15,125.95",148.99,372.46,219.21,134.04,192.94,184.99,289.05,"4,19,500",516.49,184.99
626,2021-07-27,"4,401.46","14,956.97",146.77,367.81,214.93,131.9,192.08,181.32,286.54,"4,22,309",518.91,181.32
625,2021-07-28,"4,400.65","15,018.10",144.98,373.28,215.66,136.09,195.03,181.52,286.22,"4,18,975",519.3,181.52
624,2021-07-29,"4,419.15","15,048.36",145.64,358.32,225.78,135.78,196.62,180.0,286.5,"4,20,676",514.25,180.0
623,2021-07-30,"4,395.26","14,959.90",145.86,356.3,229.07,134.73,194.99,166.38,284.91,"4,18,900",517.57,166.38
622,2021-08-02,"4,387.11","14,963.62",145.52,351.95,236.56,134.85,197.5,166.57,284.82,"4,18,695",515.15,166.57
621,2021-08-03,"4,423.15","15,061.42",147.36,351.24,236.58,135.63,198.15,168.31,287.12,"4,23,706",510.82,168.31
620,2021-08-04,"4,402.68","15,083.39",146.95,358.92,236.97,135.13,202.74,167.74,286.51,"4,19,962",517.35,167.74
619,2021-08-05,"4,429.10","15,181.64",147.06,362.97,238.21,136.25,206.37,168.8,289.52,"4,21,306",524.89,168.8
618,2021-08-06,"4,436.52","15,109.36",146.14,363.51,233.03,135.74,203.66,167.25,289.46,"4,30,160",520.55,167.25
617,2021-08-09,"4,432.35","15,133.11",146.09,361.61,237.92,136.91,202.95,167.09,288.33,"4,31,881",519.97,167.09
616,2021-08-10,"4,436.75","15,053.58",145.6,361.13,236.66,136.81,199.36,166.03,286.44,"4,34,610",515.84,166.03
615,2021-08-11,"4,447.70","15,027.76",145.86,359.96,235.94,136.28,196.99,164.61,286.95,"4,38,160",512.4,164.61
614,2021-08-12,"4,460.84","15,088.98",148.89,362.65,240.75,137.19,199.05,165.18,289.81,"4,36,545",510.72,165.18
613,2021-08-13,"4,468.00","15,136.68",149.1,363.18,239.06,137.73,201.88,164.7,292.85,"4,33,124",515.92,164.7
612,2021-08-16,"4,479.66","15,140.77",151.12,366.56,228.72,138.31,199.5,164.95,294.6,"4,35,370",517.92,164.95
611,2021-08-17,"4,448.08","15,002.83",150.19,358.45,221.9,136.66,194.58,162.1,293.08,"4,35,610",518.91,162.1
610,2021-08-18,"4,400.27","14,857.92",146.36,355.45,229.66,135.45,190.4,160.06,290.73,"4,30,651",521.87,160.06
609,2021-08-19,"4,405.80","14,933.93",146.7,355.12,224.49,135.68,197.98,159.39,296.77,"4,28,994",543.71,159.39
608,2021-08-20,"4,441.67","15,092.57",148.19,359.37,226.75,137.43,208.16,160.0,304.36,"4,30,007",546.88,160.0
607,2021-08-23,"4,479.54","15,312.82",149.71,363.35,235.43,140.04,219.58,163.29,304.65,"4,25,000",553.33,163.29
